CNPJ_Fundo,Data_Referencia,Versao,Data_Entrega,Nome_Fundo,Data_Funcionamento,Publico_Alvo,Codigo_ISIN,Quantidade_Cotas_Emitidas,Fundo_Exclusivo,Fundo_Nao_Listado_Exclusivo,Cotistas_Vinculo_Familiar,Mandato,Segmento_Atuacao,Tipo_Gestao,Prazo_Duracao,Data_Prazo_Duracao,Encerramento_Exercicio_Social,Mercado_Negociacao_Bolsa,Mercado_Negociacao_MBO,Mercado_Negociacao_MB,Entidade_Administradora_BVMF,Entidade_Administradora_CETIP,Nome_Administrador,CNPJ_Administrador,Logradouro,Numero,Complemento,Bairro,Cidade,Estado,CEP,Telefone1,Telefone2,Telefone3,Site,Email,Data_Encerramento_Trimestre
18.950.957/0001-64,2017-09-30,1,2017-11-14,CHALLENGER FUNDO DE INVESTIMENTO IMOBILIARIO - FII,2014-07-14,INVESTIDOR QUALIFICADO,BRCHLLCTF003,116713.10892,Sim,Não,Não,,,,Indeterminado,,30/06,Não,Sim,Não,Não,Sim,BANCO FINAXIS S.A.,18950957000164.0,Rua Pasteur,463,11° andar,Água Verde,Curitiba,PR,80250 -080,(41) 3074-0909,(41) 3074-5817,(41) 3074-0928,http://finaxis.com.br/,informacoesfundos@bancopetra.com.br,2017-09-30
18.950.957/0001-64,2017-12-29,1,2018-02-14,CHALLENGER FUNDO DE INVESTIMENTO IMOBILIARIO - FII,2014-07-14,INVESTIDOR QUALIFICADO,BRCHLLCTF003,118613.10892,Sim,Não,Não,,,,Indeterminado,,30/06,Não,Sim,Não,Não,Sim,BANCO FINAXIS S.A.,18950957000164.0,Rua Pasteur,463,11° andar,Água Verde,Curitiba,PR,80250 -080,(41) 3074-0909,(41) 3074-5817,(41) 3074-0928,http://finaxis.com.br/,informacoesfundos@bancopetra.com.br,2017-12-31
18.979.895/0001-13,2017-03-31,1,2017-04-25,CAPITÂNIA SECURITIES II FUNDO DE INVESTIMENTO IMOBILIÁRIO,2014-08-05,INVESTIDOR QUALIFICADO E PROFISSIONAL,BRCPTSCTF004,1000000.0,Sim,Não,Não,Títulos e Valores Mobiliários,Títulos e Val. Mob.,Ativa,Indeterminado,,31/12,Sim,Não,Não,Sim,Não,BNY MELLON SERVIÇOES FINANCEIROS DTVM S.A.,18979895000113.0,AV. PRESIDENTE WILSON,231,11º ANDAR,CENTRO,RIO DE JANEIRO,RJ,20030905,32192554,,,www.bnymellon.com.br,bnymellon_cvm@bnymellon.com.br,2017-03-31
18.979.895/0001-13,2017-06-30,2,2017-07-28,CAPITANIA SECURITIES II FUNDO DE INVESTIMENTO IMOBILIARIO,2017-08-05,INVESTIDOR QUALIFICADO E PROFISSIONAL,BRCPTSCTF004,1000000.0,Sim,Não,Não,Títulos e Valores Mobiliários,Títulos e Val. Mob.,Ativa,Indeterminado,,31/12,Sim,Não,Não,Sim,Não,BNY MELLON SERVIÇOS FINANCEIROS DTVM S.A.,18979895000113.0,AV. PRESIDENTE WILSON,231,11º ANDAR,CENTRO,RIO DE JANEIRO,RJ,20030905,32192554,,,www.bnymellon.com.br,bnymellon_cvm@bnymellon.com.br,2017-06-30
18.979.895/0001-13,2017-09-29,1,2017-11-03,CAPITANIA SECURITIES II FUNDO DE INVESTIMENTO IMOBILIARIO,2017-08-05,INVESTIDOR QUALIFICADO E PROFISSIONAL,BRCPTSCTF004,1000000.0,Sim,Não,Não,Títulos e Valores Mobiliários,Títulos e Val. Mob.,Ativa,Indeterminado,,31/12,Sim,Não,Não,Sim,Não,BNY MELLON SERVIÇOS FINANCEIROS DTVM S.A.,18979895000113.0,AV. PRESIDENTE WILSON,231,11º ANDAR,CENTRO,RIO DE JANEIRO,RJ,20030905,32192554,,,www.bnymellon.com.br,bnymellon_cvm@bnymellon.com.br,2017-09-29
18.979.895/0001-13,2017-12-29,4,2018-04-20,CAPITANIA SECURITIES II FUNDO DE INVESTIMENTO IMOBILIARIO,2017-08-05,INVESTIDOR QUALIFICADO E PROFISSIONAL,BRCPTSCTF004,1000000.0,Sim,Não,Não,Títulos e Valores Mobiliários,Títulos e Val. Mob.,Ativa,Indeterminado,,31/12,Sim,Não,Não,Sim,Não,BNY MELLON SERVIÇOS FINANCEIROS DTVM S.A.,18979895000113.0,AV. PRESIDENTE WILSON,231,11º ANDAR,CENTRO,RIO DE JANEIRO,RJ,20030905,32192554,,,www.bnymellon.com.br,bnymellon_cvm@bnymellon.com.br,2017-12-29
19.026.454/0001-60,2017-03-31,1,2017-05-11,BRL LAJES CORPORATIVAS FUNDO DE INVESTIMENTO IMOBILIÁRIO,2014-12-30,INVESTIDOR QUALIFICADO,,65192.2154,Não,Não,Não,Renda,Lajes Corporativas,Ativa,Indeterminado,,31/12,Não,Não,Sim,Não,Não,BRL TRUST DTVM S.A.,19026454000160.0,RUA IGUATEMI,151,19  ANDAR,ITAIM BIBI,SÃO PAULO,SP,01451011,11 3133-0350,11 4871-2221,11 3133-0351,WWW.BRLTRUST.COM.BR,CONTROLADORIA@BRLTRUST.COM.BR,2017-03-31
19.026.454/0001-60,2017-06-30,1,2017-08-15,LAJES CORPORATIVAS FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,2014-12-29,INVESTIDOR QUALIFICADO,,73220.43263312,Não,Não,Não,Desenvolvimento para Venda,Lajes Corporativas,Passiva,Indeterminado,,31/12,Não,Não,Sim,Não,Não,BRL TRUST DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A,19026454000160.0,RUA IGUATEMI,151,19 ANDAR,ITAIM BIBI,SÃO PAULO,SP,01451011,11 3133-0350,11 4871-2221,11 3133-0351,WWW.BRLTRUST.COM.BR,CONTROLADORIA@BRLTRUST.COM.BR,2017-06-30
19.026.454/0001-60,2017-09-29,1,2017-11-14,LAJES CORPORATIVAS FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,2014-12-29,INVESTIDOR QUALIFICADO,,73220.43263312,Não,Não,Não,Desenvolvimento para Venda,Lajes Corporativas,Passiva,Indeterminado,,31/12,Não,Não,Sim,Não,Não,BRL TRUST DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A,19026454000160.0,RUA IGUATEMI,151,19 ANDAR,ITAIM BIBI,SÃO PAULO,SP,01451011,11 3133-0350,11 4871-2221,11 3133-0351,WWW.BRLTRUST.COM.BR,CONTROLADORIA@BRLTRUST.COM.BR,2017-09-29
19.026.454/0001-60,2017-12-29,1,2018-02-14,LAJES CORPORATIVAS FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,2014-12-29,INVESTIDOR QUALIFICADO,,89261.61171557,Não,Não,Não,Desenvolvimento para Venda,Lajes Corporativas,Passiva,Indeterminado,,31/12,Não,Não,Sim,Não,Não,BRL TRUST DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A,19026454000160.0,RUA IGUATEMI,151,19 ANDAR,ITAIM BIBI,SÃO PAULO,SP,01451011,11 3133-0350,11 4871-2221,11 3133-0351,WWW.BRLTRUST.COM.BR,CONTROLADORIA@BRLTRUST.COM.BR,2017-12-29
19.107.604/0001-60,2017-03-31,2,2017-05-16,OURO PRETO DESENVOLVIMENTO IMOBILIARIO I - FII,2016-04-29,INVESTIDOR QUALIFICADO,BRORPDCTF005,290000.0,Não,Não,Não,Títulos e Valores Mobiliários,Títulos e Val. Mob.,Ativa,Indeterminado,,30/06,Não,Não,Sim,Não,Não,BRB DISTRIBUIDORA DE TÍTULOS E VALORES IMOBILIÁRIOS,19107604000160.0,"SBS Q.01 Bl. E, Ed. Brasília",,7º Andar,Brasília,Brasília,DF,70072900,61 3412-8273,,,www.brb.com.br,relacionamento@dtvm.brb.com.br,2017-03-31
19.107.604/0001-60,2017-06-30,1,2017-08-14,OURO PRETO DESENVOLVIMENTO IMOBILIARIO I - FII,2016-04-29,INVESTIDOR QUALIFICADO,BRORPDCTF005,290000.0,Não,Não,Não,Títulos e Valores Mobiliários,Títulos e Val. Mob.,Ativa,Indeterminado,,30/06,Não,Não,Sim,Não,Não,BRB DISTRIBUIDORA DE TÍTULOS E VALORES IMOBILIÁRIOS,19107604000160.0,"SBS Q.01 Bl. E, Ed. Brasília",,7º Andar,Brasília,Brasília,DF,70072900,61 3412-8273,,,www.brb.com.br,relacionamento@dtvm.brb.com.br,2017-06-30
19.107.604/0001-60,2017-09-29,1,2017-11-13,OURO PRETO DESENVOLVIMENTO IMOBILIARIO I - FII,2016-04-29,INVESTIDOR QUALIFICADO,BRORPDCTF005,290000.0,Não,Não,Não,Títulos e Valores Mobiliários,Títulos e Val. Mob.,Ativa,Indeterminado,,30/06,Não,Não,Sim,Não,Não,BRB DISTRIBUIDORA DE TÍTULOS E VALORES IMOBILIÁRIOS,19107604000160.0,"SBS Q.01 Bl. E, Ed. Brasília",,7º Andar,Brasília,Brasília,DF,70072900,61 3412-8273,,,www.brb.com.br,relacionamento@dtvm.brb.com.br,2017-09-29
19.107.604/0001-60,2017-12-29,1,2018-01-25,OURO PRETO DESENVOLVIMENTO IMOBILIARIO I - FII,2016-04-29,INVESTIDOR QUALIFICADO,BRORPDCTF005,290000.0,Não,Não,Não,Títulos e Valores Mobiliários,Títulos e Val. Mob.,Ativa,Indeterminado,,30/06,Não,Não,Sim,Não,Não,BRB DISTRIBUIDORA DE TÍTULOS E VALORES IMOBILIÁRIOS,19107604000160.0,"SBS Q.01 Bl. E, Ed. Brasília",,7º Andar,Brasília,Brasília,DF,70072900,61 3412-8273,,,www.brb.com.br,relacionamento@dtvm.brb.com.br,2017-12-29
19.131.224/0001-60,2017-03-31,1,2017-05-15,SAPUCAÍ RIO FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,2014-12-23,INVESTIDOR QUALIFICADO,,932.325,Sim,Sim,Não,Renda,Lajes Corporativas,Ativa,Indeterminado,,31/12,Não,Não,Sim,Não,Não,OLIVEIRA TRUST DTVM S.A.,19131224000160.0,Avenida das Américas,3434,"Bloco 07, sala 201",Barra da Tijuca,Rio de Janeiro,RJ,22640102,21 3514-0000,,,www.oliveiratrust.com.br,ger2.fundos@oliveiratrust.com.br,2017-03-31
19.131.224/0001-60,2017-06-30,1,2017-08-14,SAPUCAÍ RIO FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,2014-12-23,INVESTIDOR QUALIFICADO,,941.89005706,Sim,Sim,Não,Renda,Lajes Corporativas,Ativa,Indeterminado,,31/12,Não,Não,Sim,Não,Não,OLIVEIRA TRUST DTVM S.A.,19131224000160.0,Avenida das Américas,3434,"Bloco 07, sala 201",Barra da Tijuca,Rio de Janeiro,RJ,22640102,21 3514-0000,,,www.oliveiratrust.com.br,ger2.fundos@oliveiratrust.com.br,2017-06-30
19.131.224/0001-60,2017-09-30,1,2017-11-13,SAPUCAÍ RIO FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,2014-12-23,INVESTIDOR QUALIFICADO,,1175.92651706,Sim,Sim,Não,Renda,Lajes Corporativas,Ativa,Indeterminado,,31/12,Não,Não,Sim,Não,Não,OLIVEIRA TRUST DTVM S.A.,19131224000160.0,Avenida das Américas,3434,"Bloco 07, sala 201",Barra da Tijuca,Rio de Janeiro,RJ,22640102,21 3514-0000,,,www.oliveiratrust.com.br,ger2.fundos@oliveiratrust.com.br,2017-09-30
19.131.224/0001-60,2017-12-31,1,2018-02-08,SAPUCAÍ RIO FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,2014-12-23,INVESTIDOR QUALIFICADO,,1175.92651706,Sim,Sim,Não,Renda,Lajes Corporativas,Ativa,Indeterminado,,31/12,Não,Não,Sim,Não,Não,OLIVEIRA TRUST DTVM S.A.,19131224000160.0,Avenida das Américas,3434,"Bloco 07, sala 201",Barra da Tijuca,Rio de Janeiro,RJ,22640102,21 3514-0000,,,www.oliveiratrust.com.br,ger2.fundos@oliveiratrust.com.br,2017-12-31
19.213.231/0001-01,2017-12-31,1,2018-02-05,AB CAPITAL FUNDO DE INVESTIMENTO IMOBILIÁRIO,2017-09-22,INVESTIDOR PROFISSIONAL,,128194.33600494,Não,Não,Não,,,,Indeterminado,,31/12,Não,Não,Sim,Não,Não,FINAXIS CORRETORA,19213231000101.0,Avenida Paulista,1842,Torre Norte 1º andar cj. 17,Cerqueira Cesar,São Paulo,SP,01310-923,(11) 3526 9001,,,http://finaxis.com.br/,informacoesfundos@bancopetra.com.br,2017-12-31
19.239.245/0001-02,2017-03-31,1,2017-05-15,FUNDO DE INVESTIMENTO IMOBILIÁRIO FL 3.500 I - FII,2014-09-04,INVESTIDOR QUALIFICADO,BRFFLICTF006,436312.0,Não,Sim,Não,Renda,Outros,Ativa,Indeterminado,,31/12,Não,Não,Sim,Não,Não,PLANNER CORRETORA DE VALORES SA,19239245000102.0,Avenida Brigadeiro Faria Lima,3900,10º andar,Itaim Bibi,São Paulo,SP,04538-132,(11) 2172-2600,0800 179 444,(11) 2172-2667,www.planner.com.br,investfundos@planner.com.br,2017-03-31
19.239.245/0001-02,2017-06-30,1,2017-08-14,FUNDO DE INVESTIMENTO IMOBILIÁRIO FL 3.500 I - FII,2014-09-04,INVESTIDOR QUALIFICADO,BRFFLICTF006,436312.0,Não,Sim,Não,Renda,Outros,Ativa,Indeterminado,,31/12,Não,Não,Sim,Não,Não,PLANNER CORRETORA DE VALORES SA,19239245000102.0,Avenida Brigadeiro Faria Lima,3900,10º andar,Itaim Bibi,São Paulo,SP,04538-132,(11) 2172-2600,0800 179 444,(11) 2172-2667,www.planner.com.br,investfundos@planner.com.br,2017-06-30
19.239.245/0001-02,2017-09-29,1,2017-11-14,FUNDO DE INVESTIMENTO IMOBILIÁRIO FL 3.500 I - FII,2014-09-04,INVESTIDOR QUALIFICADO,BRFFLICTF006,436312.0,Não,Sim,Não,Renda,Outros,Ativa,Indeterminado,,31/12,Não,Não,Sim,Não,Não,PLANNER CORRETORA DE VALORES SA,19239245000102.0,Avenida Brigadeiro Faria Lima,3900,10º andar,Itaim Bibi,São Paulo,SP,04538-132,(11) 2172-2600,0800 179 444,(11) 2172-2667,www.planner.com.br,investfundos@planner.com.br,2017-09-29
19.239.245/0001-02,2017-12-31,1,2018-02-14,FUNDO DE INVESTIMENTO IMOBILIÁRIO FL 3.500 I - FII,2014-09-04,INVESTIDOR QUALIFICADO,BRFFLICTF006,436312.0,Não,Sim,Não,Renda,Outros,Ativa,Indeterminado,,31/12,Não,Não,Sim,Não,Não,PLANNER CORRETORA DE VALORES SA,19239245000102.0,Avenida Brigadeiro Faria Lima,3900,10º andar,Itaim Bibi,São Paulo,SP,04538-132,(11) 2172-2600,0800 179 444,(11) 2172-2667,www.planner.com.br,investfundos@planner.com.br,2017-12-29
19.249.956/0001-50,2017-03-31,1,2017-05-15,LA DEFÉNSE FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,2013-10-11,INVESTIDORES EM GERAL,BRICTUCTF005,20000000.0,Não,Não,Não,Renda,Lajes Corporativas,Passiva,Indeterminado,,30/06,Não,Sim,Não,Não,Sim,OLIVEIRA TRUST DTVM S.A.,19249956000150.0,Avenida das Américas,3434,"Bloco 07, sala 201",Barra da Tijuca,Rio de Janeiro,RJ,22640102,21 3514-0000,,,www.oliveiratrust.com.br,ger2.fundos@oliveiratrust.com.br,2017-03-31
19.249.956/0001-50,2017-06-30,2,2017-08-14,LA DEFÉNSE FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,2013-10-11,INVESTIDORES EM GERAL,BRICTUCTF005,14350.0,Não,Não,Não,Renda,Lajes Corporativas,Passiva,Indeterminado,,30/06,Não,Sim,Não,Não,Sim,OLIVEIRA TRUST DTVM S.A.,19249956000150.0,Avenida das Américas,3434,"Bloco 07, sala 201",Barra da Tijuca,Rio de Janeiro,RJ,22640102,21 3514-0000,,,www.oliveiratrust.com.br,ger2.fundos@oliveiratrust.com.br,2017-06-30
19.249.956/0001-50,2017-09-30,1,2017-11-14,LA DEFÉNSE FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,2013-10-11,INVESTIDORES EM GERAL,BRICTUCTF005,14350.0,Não,Não,Não,Renda,Lajes Corporativas,Passiva,Indeterminado,,30/06,Não,Sim,Não,Não,Sim,OLIVEIRA TRUST DTVM S.A.,19249956000150.0,Avenida das Américas,3434,"Bloco 07, sala 201",Barra da Tijuca,Rio de Janeiro,RJ,22640102,21 3514-0000,,,www.oliveiratrust.com.br,ger2.fundos@oliveiratrust.com.br,2017-09-30
19.249.956/0001-50,2017-12-31,1,2018-02-07,LA DEFÉNSE FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,2013-10-11,INVESTIDORES EM GERAL,BRICTUCTF005,14350.0,Não,Não,Não,Renda,Lajes Corporativas,Passiva,Indeterminado,,30/06,Não,Sim,Não,Não,Sim,OLIVEIRA TRUST DTVM S.A.,19249956000150.0,Avenida das Américas,3434,"Bloco 07, sala 201",Barra da Tijuca,Rio de Janeiro,RJ,22640102,21 3514-0000,,,www.oliveiratrust.com.br,ger2.fundos@oliveiratrust.com.br,2017-12-31
19.267.845/0001-76,2017-03-31,1,2017-05-11,VGS - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,2014-02-24,INVESTIDOR PROFISSIONAL,,27879.1463,Sim,Sim,Sim,Renda,Lajes Corporativas,Passiva,Indeterminado,,31/12,Não,Não,Sim,Não,Não,BRL TRUST DTVM S.A.,19267845000176.0,RUA IGUATEMI,151,19  ANDAR,ITAIM BIBI,SÃO PAULO,SP,01451011,11 3133-0350,11 4871-2221,11 3133-0351,WWW.BRLTRUST.COM.BR,CONTROLADORIA@BRLTRUST.COM.BR,2017-03-31
19.267.845/0001-76,2017-06-30,1,2017-08-01,VGS - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,2014-02-17,INVESTIDOR PROFISSIONAL,,27879.146359,Sim,Sim,Sim,Renda,Lajes Corporativas,Passiva,Indeterminado,,31/12,Não,Não,Sim,Não,Não,BRL TRUST DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A,19267845000176.0,RUA IGUATEMI,151,19 ANDAR,ITAIM BIBI,SÃO PAULO,SP,01451011,11 3133-0350,11 4871-2221,11 3133-0351,WWW.BRLTRUST.COM.BR,CONTROLADORIA@BRLTRUST.COM.BR,2017-06-30
19.267.845/0001-76,2017-09-29,2,2017-11-16,VGS - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,2014-02-17,INVESTIDOR PROFISSIONAL,,27879.146359,Sim,Sim,Sim,Renda,Lajes Corporativas,Ativa,Indeterminado,,31/12,Não,Não,Sim,Não,Não,BRL TRUST DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A,19267845000176.0,RUA IGUATEMI,151,19 ANDAR,ITAIM BIBI,SÃO PAULO,SP,01451011,11 3133-0350,11 4871-2221,11 3133-0351,WWW.BRLTRUST.COM.BR,CONTROLADORIA@BRLTRUST.COM.BR,2017-09-29
19.267.845/0001-76,2017-12-29,1,2018-02-06,VGS - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,2014-02-17,INVESTIDOR PROFISSIONAL,,27879.146359,Sim,Sim,Sim,Renda,Lajes Corporativas,Ativa,Indeterminado,,31/12,Não,Não,Sim,Não,Não,BRL TRUST DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A,19267845000176.0,RUA IGUATEMI,151,19 ANDAR,ITAIM BIBI,SÃO PAULO,SP,01451011,11 3133-0350,11 4871-2221,11 3133-0351,WWW.BRLTRUST.COM.BR,contabilidadedefundos@brltrust.com.br,2017-12-29
19.390.726/0001-06,2017-03-31,1,2017-05-15,OURO PRETO TRADE INVEST RENDA IMOBILIÁRIA I FUNDO DE INVESTI,2014-05-19,INVESTIDORES EM GERAL,,1000.0,Não,Sim,Não,Renda,Híbrido,Ativa,Indeterminado,,31/12,Não,Não,Sim,Não,Não,PLANNER CORRETORA DE VALORES SA,19390726000106.0,Avenida Brigadeiro Faria Lima,3900,10º andar,Itaim Bibi,São Paulo,SP,04538-132,(11) 2172-2600,0800 179 444,(11) 2172-2667,www.planner.com.br,investfundos@planner.com.br,2017-03-31
19.390.726/0001-06,2017-06-30,1,2017-08-14,OURO PRETO TRADE INVEST RENDA IMOBILIÁRIA I FUNDO DE INVESTI,2014-05-19,INVESTIDORES EM GERAL,,1000.0,Não,Sim,Não,Renda,Híbrido,Ativa,Indeterminado,,31/12,Não,Não,Sim,Não,Não,PLANNER CORRETORA DE VALORES SA,19390726000106.0,Avenida Brigadeiro Faria Lima,3900,10º andar,Itaim Bibi,São Paulo,SP,04538-132,(11) 2172-2600,0800 179 444,(11) 2172-2667,www.planner.com.br,investfundos@planner.com.br,2017-06-30
19.390.726/0001-06,2017-09-29,1,2017-11-14,OURO PRETO TRADE INVEST RENDA IMOBILIÁRIA I FUNDO DE INVESTI,2014-05-19,INVESTIDORES EM GERAL,,1000.0,Não,Sim,Não,Renda,Híbrido,Ativa,Indeterminado,,31/12,Não,Não,Sim,Não,Não,PLANNER CORRETORA DE VALORES SA,19390726000106.0,Avenida Brigadeiro Faria Lima,3900,10º andar,Itaim Bibi,São Paulo,SP,04538-132,(11) 2172-2600,0800 179 444,(11) 2172-2667,www.planner.com.br,investfundos@planner.com.br,2017-09-29
19.390.726/0001-06,2017-12-31,1,2018-02-14,OURO PRETO TRADE INVEST RENDA IMOBILIÁRIA I FUNDO DE INVESTI,2014-05-19,INVESTIDORES EM GERAL,,1000.0,Não,Sim,Não,Renda,Híbrido,Ativa,Indeterminado,,31/12,Não,Não,Sim,Não,Não,PLANNER CORRETORA DE VALORES SA,19390726000106.0,Avenida Brigadeiro Faria Lima,3900,10º andar,Itaim Bibi,São Paulo,SP,04538-132,(11) 2172-2600,0800 179 444,(11) 2172-2667,www.planner.com.br,investfundos@planner.com.br,2017-12-29
19.419.994/0001-03,2017-03-31,1,2017-05-15,2509 FUNDO DE INVESTIMENTO IMOBILIARIO - FII,2013-12-27,INVESTIDOR QUALIFICADO,-,1485565.0,Sim,Sim,Não,Renda,Lajes Corporativas,Passiva,Indeterminado,,12/2017,Não,Não,Sim,Não,Não,CREDIT SUISSE HEDGING - GRIFFO CORRETORA DE VALORES S.A.,19419994000103.0,RUA LEOPOLDO COUTO DE MAGALHÃES JR,700,11º andar,ITAIM BIBI,SÃO PAULO,SP,04542-000,(11) 3701-8600,,,www.cshg.com.br,list.imobiliario@cshg.com.br,2017-03-31
19.419.994/0001-03,2017-06-30,1,2017-08-14,2509 FUNDO DE INVESTIMENTO IMOBILIARIO - FII,2013-12-27,INVESTIDOR QUALIFICADO,,1485565.0,Sim,Não,Não,Renda,Lajes Corporativas,Passiva,Indeterminado,,31/12,Não,Não,Sim,Não,Não,CREDIT SUISSE HEDGING - GRIFFO CORRETORA DE VALORES S.A.,19419994000103.0,RUA LEOPOLDO COUTO MAGALHAES JR,700,11º andar,ITAIM BIBI,SÃO PAULO,SP,04542-000,(11) 3701-8600,,,www.cshg.com.br,list.imobiliario@cshg.com.br,2017-06-30
19.419.994/0001-03,2017-09-29,1,2017-11-14,2509 FUNDO DE INVESTIMENTO IMOBILIARIO - FII,2013-12-27,INVESTIDOR QUALIFICADO,-,1485565.0,Sim,Não,Não,Renda,Lajes Corporativas,Passiva,Indeterminado,,31/12,Não,Não,Sim,Não,Não,CREDIT SUISSE HEDGING - GRIFFO CORRETORA DE VALORES S.A.,19419994000103.0,RUA LEOPOLDO COUTO MAGALHAES JR,700,11º andar,ITAIM BIBI,SÃO PAULO,SP,04542-000,(11) 3701-8600,,,www.cshg.com.br,list.imobiliario@cshg.com.br,2017-09-29
19.419.994/0001-03,2017-12-31,1,2018-02-14,2509 FUNDO DE INVESTIMENTO IMOBILIARIO - FII,2013-12-27,INVESTIDOR QUALIFICADO,-,1485565.0,Sim,Não,Não,Renda,Lajes Corporativas,Passiva,Indeterminado,,31/12,Não,Não,Sim,Não,Não,CREDIT SUISSE HEDGING - GRIFFO CORRETORA DE VALORES S.A.,19419994000103.0,RUA LEOPOLDO COUTO MAGALHAES JR,700,11º andar,ITAIM BIBI,SÃO PAULO,SP,04542-000,(11) 3701-8600,,,www.cshg.com.br,list.imobiliario@cshg.com.br,2017-12-31
19.442.626/0001-86,2017-03-31,1,2017-04-27,CTBH FII,2014-02-27,INVESTIDOR QUALIFICADO,BRCTBHCTF007,187470.0,Não,Não,Não,Híbrido,Lajes Corporativas,Passiva,Determinado,2017-08-28,31/12,Não,Sim,Não,Não,Sim,INTRAG DISTR DE TÍTULOS E VALORES MOBILIÁRIOS LTDA,19442626000186.0,AV BRIGADEIRO FARIA LIMA,3400,10º andar,ITAIM BIBI,SÃO PAULO,SP,04538-132,55-(11)30726012,,,www.intrag.com.br,relacionamento.intrag@itau-unibanco.com.br,2017-03-31
19.442.626/0001-86,2017-06-30,1,2017-08-03,CTBH FII,2014-02-27,INVESTIDOR QUALIFICADO,BRCTBHCTF007,187470.0,Não,Não,Não,Híbrido,Lajes Corporativas,Passiva,Determinado,2017-08-28,31/12,Não,Sim,Não,Não,Sim,INTRAG DISTR DE TÍTULOS E VALORES MOBILIÁRIOS LTDA,19442626000186.0,AV BRIGADEIRO FARIA LIMA,3400,10º andar,ITAIM BIBI,SÃO PAULO,SP,04538-132,55-(11)30726012,,,www.intrag.com.br,relacionamento.intrag@itau-unibanco.com.br,2017-06-30
19.442.626/0001-86,2017-09-30,1,2017-11-14,CTBH FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,2014-02-27,INVESTIDOR QUALIFICADO,BRCTBHCTF007,187470.0,Sim,Não,Não,Títulos e Valores Mobiliários,Híbrido,Passiva,Indeterminado,,31/12,Não,Sim,Não,Não,Sim,OLIVEIRA TRUST DTVM S.A.,19442626000186.0,Avenida das Américas,3434,Sala 201,Barra da Tijuca,Rio de Janeiro,RJ,22640-102,(21) 3514-0000,,,www.oliveiratrust.com.br,ger2.fundos@oliveiratrust.com.br,2017-09-30
19.442.626/0001-86,2017-12-31,1,2018-02-09,CTBH FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,2014-02-27,INVESTIDOR QUALIFICADO,BRCTBHCTF007,187470.0,Não,Não,Não,Renda,Lajes Corporativas,Passiva,Indeterminado,,31/12,Não,Sim,Não,Não,Sim,OLIVEIRA TRUST DTVM S.A.,19442626000186.0,Avenida das Américas,3434,Sala 201,Barra da Tijuca,Rio de Janeiro,RJ,22640-102,(21) 3514-0000,,,www.oliveiratrust.com.br,ger2.fundos@oliveiratrust.com.br,2017-12-31
19.628.741/0001-40,2017-03-31,1,2017-05-15,FII MORUMBI TOWN I,2016-10-03,INVESTIDOR QUALIFICADO,BRTWNICTF008,303214000.0,Não,Não,Não,Renda,Shoppings,Passiva,Determinado,2026-10-03,31/12,Não,Sim,Não,Não,Sim,BANCO MODAL S.A.,19628741000140.0,PRAIA DE BOTAFOGO,501,"6º ANDAR - PARTE, BLOCO 01",BOTAFOGO,RIO DE JANEIRO,RJ,22250040,2132237700,2132237746,,HTTPS://MODAL.COM.BR,FUNDOS.MODAL@MODAL.COM.BR,2017-03-31
19.628.741/0001-40,2017-06-30,1,2017-08-15,FII MORUMBI TOWN I,2016-10-03,INVESTIDOR QUALIFICADO,BRTWNICTF008,303214000.0,Não,Não,Não,Renda,Shoppings,Passiva,Determinado,2026-10-03,31/12,Não,Sim,Não,Não,Sim,BANCO MODAL S.A.,19628741000140.0,PRAIA DE BOTAFOGO,501,"6º ANDAR - PARTE, BLOCO 01",BOTAFOGO,RIO DE JANEIRO,RJ,22250040,2132237700,2132237746,,HTTPS://MODAL.COM.BR,FUNDOS.MODAL@MODAL.COM.BR,2017-06-30
